#Table26: Line statistics of the evaluated, isolated lines in Feige110
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1, 
#W_lambda_syn/milliAngstrom, W_lambda_obs/milliAngstrom, W_lambda_obs/W_lambda_syn
#
1673.37,Fe,IV,-0.02,190435.47,250195.07,32.62,45.35,1.39
1673.68,Fe,IV,0.51,168566.43,228315.03,62.49,63.28,1.01
1675.15,Ti,V,-0.07,494035.70,434339.40,12.06,14.31,1.19
1675.66,Fe,IV,0.53,168526.37,228204.33,60.31,69.06,1.15
1676.79,Fe,IV,-0.08,168566.43,228204.33,44.05,46.67,1.06
1677.12,Fe,IV,-0.18,164950.50,224576.43,43.45,43.88,1.01
1680.20,V,V,0.02,148143.35,207660.00,56.02,70.73,1.26
1680.67,Ni,IV,-1.02,147635.90,207136.00,18.29,17.83,0.97
1682.28,Co,IV,-0.54,152113.30,211556.60,10.30,21.23,2.06
1683.13,Mn,IV,0.29,152986.00,212399.30,51.54,50.57,0.98
1685.83,Fe,IV,-1.18,160015.88,219333.90,20.91,7.51,0.36
1689.06,Co,IV,-0.02,157513.10,216717.80,29.40,15.78,0.54
1689.61,Fe,IV,-0.84,159010.39,218195.66,31.66,24.02,0.76
1690.87,Cr,IV,0.06,124734.40,183875.60,39.91,88.70,2.22
1691.37,Co,IV,-0.56,163870.60,222994.20,15.13,29.62,1.96
1691.68,Mn,IV,0.12,131170.10,190282.80,30.19,89.16,2.95
1691.86,Fe,IV,-0.75,158738.69,217845.29,32.10,24.67,0.77
1693.99,Fe,IV,-0.81,159342.88,218375.12,30.14,46.39,1.54
1695.77,Fe,IV,-0.29,154474.85,213445.05,47.58,66.96,1.41
1696.24,Co,IV,-0.11,140863.50,199817.30,25.83,42.84,1.66
1696.54,Cr,V,-1.51,167176.40,226119.80,37.87,50.12,1.32
1697.50,Fe,IV,-0.36,156123.77,215033.81,45.27,56.98,1.26
1698.31,Mn,IV,0.44,112882.80,171765.00,51.88,85.29,1.64
1700.82,Fe,IV,0.05,164950.50,223745.82,52.71,40.31,0.76
1701.48,Fe,IV,-0.41,156049.32,214821.74,45.54,41.26,0.91
1701.75,Mn,V,-1.78,203811.80,262574.90,16.46,16.17,0.98
1702.38,Co,IV,-0.57,141076.00,199817.30,14.46,9.51,0.66
1702.78,Fe,IV,-0.99,158738.69,217466.19,26.41,32.37,1.23
1702.93,Fe,V,-2.13,216652.10,275374.30,7.15,7.81,1.09
1703.43,Ni,IV,-1.69,147635.90,206340.90,7.27,9.29,1.28
1704.36,Ni,V,-1.68,232655.60,291328.50,6.25,9.24,1.48
1707.61,Fe,IV,-0.14,162087.81,220649.22,47.08,47.81,1.02
1708.57,Fe,IV,-0.25,164950.50,223478.96,42.26,42.31,1.00
